title,recommended_genres
"Waterboy, The (1998)",['Drama']
Elizabeth (1998),['Drama']
Velvet Goldmine (1998),['Drama']
I Still Know What You Did Last Summer (1998),[]
I'll Be Home For Christmas (1998),['Comedy']
Meet Joe Black (1998),[]
Dancing at Lughnasa (1998),['Drama']
Hard Core Logo (1996),['Action']
"Naked Man, The (1998)",['Drama']
Runaway Train (1985),[]
Desert Bloom (1986),['Drama']
"Stepford Wives, The (1975)",[]
"Pope of Greenwich Village, The (1984)",[]
Sid and Nancy (1986),[]
Mona Lisa (1986),[]
Heart Condition (1990),['Drama']
Nights of Cabiria (Le Notti di Cabiria) (1957),['Drama']
"Big Chill, The (1983)",['Comedy']
Enemy of the State (1998),['Drama']
"Rugrats Movie, The (1998)","[""Children's""]"
"Bug's Life, A (1998)",['Drama']
Celebrity (1998),['Drama']
Central Station (Central do Brasil) (1998),['Drama']
Savior (1998),['Drama']
Waking Ned Devine (1998),['Drama']
"Celebration, The (Festen) (1998)",['Drama']
Pink Flamingos (1972),[]
Glen or Glenda (1953),[]
Godzilla (Gojira) (1954),"['Action', 'Sci-Fi']"
Godzilla (Gojira) (1984),"['Action', 'Sci-Fi']"
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),"['Action', 'Sci-Fi']"
King Kong (1933),['Action']
King Kong (1976),"['Action', 'Horror']"
King Kong Lives (1986),"['Action', 'Horror']"
Desperately Seeking Susan (1985),[]
"Emerald Forest, The (1985)",[]
Fletch (1985),[]
Fletch Lives (1989),['Comedy']
Red Sonja (1985),[]
Gung Ho (1986),[]
"Money Pit, The (1986)",['Comedy']
"View to a Kill, A (1985)",['Drama']
Lifeforce (1985),[]
Police Academy (1984),['Comedy']
Police Academy 2: Their First Assignment (1985),['Comedy']
Police Academy 3: Back in Training (1986),['Comedy']
Police Academy 4: Citizens on Patrol (1987),['Comedy']
Police Academy 5: Assignment: Miami Beach (1988),['Comedy']
Police Academy 6: City Under Siege (1989),['Comedy']
Babe: Pig in the City (1998),['Comedy']
Home Fries (1998),[]
Jerry Springer: Ringmaster (1998),['Drama']
Very Bad Things (1998),['Comedy']
Steam: The Turkish Bath (Hamam) (1997),[]
Psycho (1998),"['Horror', 'Thriller']"
Little Voice (1998),['Comedy']
"Simple Plan, A (1998)",[]
Jack Frost (1998),['Comedy']
Star Trek: Insurrection (1998),"['Action', 'Adventure', 'Sci-Fi']"
"Prince of Egypt, The (1998)",['Drama']
Rushmore (1998),['Drama']
Shakespeare in Love (1998),"['Comedy', 'Romance']"
Mass Appeal (1984),['Drama']
Miracle on 34th Street (1947),['Drama']
Santa Claus: The Movie (1985),"[""Children's"", 'Comedy']"
Prancer (1989),[]
Pale Rider (1985),[]
Rambo: First Blood Part II (1985),[]
First Blood (1982),[]
Rambo III (1988),[]
"Jewel of the Nile, The (1985)",[]
Romancing the Stone (1984),[]
Cocoon (1985),[]
Cocoon: The Return (1988),[]
Rocky II (1979),[]
Rocky III (1982),['Action']
Rocky IV (1985),['Action']
Rocky V (1990),"['Action', 'Drama']"
Clue (1985),[]
Young Sherlock Holmes (1985),[]
Violets Are Blue... (1986),['Drama']
Back to School (1986),['Comedy']
Heartburn (1986),[]
Nothing in Common (1986),[]
Extremities (1986),[]
"Karate Kid, The (1984)",[]
"Karate Kid, Part II, The (1986)",[]
"Karate Kid III, The (1989)",['Action']
Christmas Vacation (1989),['Comedy']
You've Got Mail (1998),"['Comedy', 'Romance']"
"General, The (1998)",[]
"Theory of Flight, The (1998)",['Drama']
"Thin Red Line, The (1998)",[]
"Faculty, The (1998)",['Drama']
Mighty Joe Young (1998),[]
Mighty Joe Young (1949),['Drama']
Patch Adams (1998),['Drama']
Stepmom (1998),['Drama']
"Civil Action, A (1998)",[]
Down in the Delta (1998),['Comedy']
Hurlyburly (1998),['Drama']
Tea with Mussolini (1999),"['Comedy', 'Drama']"
Wilde (1997),[]
Outside Ozona (1998),['Drama']
Affliction (1997),[]
Another Day in Paradise (1998),['Drama']
"Hi-Lo Country, The (1998)",['Drama']
Hilary and Jackie (1998),['Drama']
Playing by Heart (1998),['Drama']
24 7: Twenty Four Seven (1997),['Drama']
At First Sight (1999),['Drama']
In Dreams (1999),['Drama']
Varsity Blues (1999),['Comedy']
Virus (1999),[]
"Garbage Pail Kids Movie, The (1987)","[""Children's""]"
Howard the Duck (1986),[]
"Gate, The (1987)",['Horror']
"Gate II: Trespassers, The (1990)",['Horror']
"Boy Who Could Fly, The (1986)",[]
"Fly, The (1958)",['Horror']
"Fly, The (1986)",['Horror']
"Fly II, The (1989)",['Horror']
Running Scared (1986),[]
Armed and Dangerous (1986),['Drama']
"Texas Chainsaw Massacre, The (1974)",['Horror']
"Texas Chainsaw Massacre 2, The (1986)",['Horror']
Leatherface: Texas Chainsaw Massacre III (1990),['Horror']
"Return of the Texas Chainsaw Massacre, The (1994)",['Horror']
Ruthless People (1986),[]
Trick or Treat (1986),[]
Deadly Friend (1986),[]
Belizaire the Cajun (1986),[]
"Name of the Rose, The (1986)",['Drama']
Jumpin' Jack Flash (1986),['Comedy']
Peggy Sue Got Married (1986),['Comedy']
Crocodile Dundee (1986),['Comedy']
Crocodile Dundee II (1988),['Comedy']
Tough Guys (1986),[]
Soul Man (1986),[]
"Color of Money, The (1986)",['Drama']
52 Pick-Up (1986),[]
Heartbreak Ridge (1986),[]
Firewalker (1986),[]
Three Amigos! (1986),[]
Gloria (1999),[]
Dry Cleaning (Nettoyage à sec) (1997),['Drama']
My Name Is Joe (1998),['Drama']
Still Crazy (1998),['Comedy']
"Day of the Beast, The (El Día de la bestia) (1995)",['Drama']
Tinseltown (1998),['Drama']
She's All That (1999),['Comedy']
24-hour Woman (1998),['Drama']
"Blood, Guts, Bullets and Octane (1998)",[]
Peeping Tom (1960),['Drama']
Spanish Fly (1998),[]
Payback (1999),[]
Simply Irresistible (1999),[]
20 Dates (1998),['Drama']
"Harmonists, The (1997)",[]
"Last Days, The (1998)",['Drama']
"Fantastic Planet, The (La Planète sauvage) (1973)",['Sci-Fi']
Blast from the Past (1999),[]
Message in a Bottle (1999),['Comedy']
My Favorite Martian (1999),['Comedy']
God Said 'Ha!' (1998),['Drama']
Jawbreaker (1999),[]
October Sky (1999),['Drama']
Office Space (1999),[]
"Apple, The (Sib) (1998)",['Drama']
200 Cigarettes (1999),[]
8MM (1999),[]
"Other Sister, The (1999)",['Drama']
Breakfast of Champions (1999),"['Comedy', 'Drama']"
"Breaks, The (1999)",[]
Eight Days a Week (1997),[]
Just the Ticket (1999),['Comedy']
"Long Goodbye, The (1973)",[]
"Ballad of Narayama, The (Narayama Bushiko) (1982)",['Drama']
Pet Sematary (1989),['Horror']
Pet Sematary II (1992),['Horror']
Children of the Corn II: The Final Sacrifice (1993),['Horror']
Children of the Corn III (1994),['Horror']
Christine (1983),[]
Night Shift (1982),[]
House on Haunted Hill (1958),[]
Airport (1970),['Drama']
Airport 1975 (1974),['Drama']
Airport '77 (1977),['Drama']
Rollercoaster (1977),[]
"Towering Inferno, The (1974)",[]
Alligator (1980),['Drama']
Meteor (1979),[]
Westworld (1973),[]
Logan's Run (1976),[]
Planet of the Apes (1968),"['Action', 'Sci-Fi']"
Beneath the Planet of the Apes (1970),"['Action', 'Sci-Fi']"
Battle for the Planet of the Apes (1973),"['Action', 'Sci-Fi']"
Conquest of the Planet of the Apes (1972),"['Action', 'Sci-Fi']"
Escape from the Planet of the Apes (1971),"['Action', 'Sci-Fi']"
Avalanche (1978),[]
Earthquake (1974),[]
"Concorde: Airport '79, The (1979)",['Drama']
Beyond the Poseidon Adventure (1979),[]
Dancemaker (1998),['Drama']
Analyze This (1999),['Drama']
"Corruptor, The (1999)",[]
Cruel Intentions (1999),['Drama']
"Lock, Stock & Two Smoking Barrels (1998)",['Comedy']
Six Ways to Sunday (1997),['Comedy']
"School of Flesh, The (L' École de la chair) (1998)",['Drama']
Relax... It's Just Sex (1998),['Comedy']
"Deep End of the Ocean, The (1999)",['Drama']
Harvest (1998),['Drama']
"Rage: Carrie 2, The (1999)",[]
Wing Commander (1999),[]
"Haunting, The (1963)",[]
Dead Ringers (1988),[]
My Boyfriend's Back (1993),['Comedy']
Village of the Damned (1960),['Horror']
Children of the Damned (1963),['Horror']
Baby Geniuses (1999),[]
Telling You (1998),"['Comedy', 'Romance']"
I Stand Alone (Seul contre tous) (1998),['Drama']
Forces of Nature (1999),['Comedy']
"King and I, The (1999)",[]
Ravenous (1999),[]
True Crime (1999),[]
Bandits (1997),[]
Beauty (1998),['Drama']
"Empty Mirror, The (1999)",['Drama']
"King and I, The (1956)",[]
Doug's 1st Movie (1999),['Comedy']
EDtv (1999),[]
"Mod Squad, The (1999)",[]
Among Giants (1998),['Drama']
"Walk on the Moon, A (1999)",['Drama']
"Matrix, The (1999)",[]
10 Things I Hate About You (1999),"['Comedy', 'Romance']"
Tango (1998),['Drama']
"Out-of-Towners, The (1999)",[]
"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",['Drama']
"Love, etc. (1996)","['Comedy', 'Romance']"
Metroland (1997),[]
"Sticky Fingers of Time, The (1997)",[]
Following (1998),['Drama']
Go (1999),[]
Never Been Kissed (1999),['Drama']
Twin Dragons (Shuang long hui) (1992),"['Action', 'Comedy']"
Cookie's Fortune (1999),[]
Foolish (1999),[]
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)","['Drama', 'Romance']"
"Goodbye, Lover (1999)",['Comedy']
Life (1999),['Drama']
Clubland (1998),['Drama']
Friends & Lovers (1999),"['Comedy', 'Drama', 'Romance']"
Hideous Kinky (1998),['Drama']
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),"['Comedy', 'Drama']"
"Joyriders, The (1999)",[]
"Monster, The (Il Mostro) (1994)",[]
Open Your Eyes (Abre los ojos) (1997),['Drama']
Photographer (Fotoamator) (1998),['Drama']
SLC Punk! (1998),['Drama']
Lost & Found (1999),[]
Pushing Tin (1999),"['Comedy', 'Drama']"
Election (1999),[]
eXistenZ (1999),[]
"Little Bit of Soul, A (1998)",['Comedy']
Mighty Peking Man (Hsing hsing wang) (1977),[]
Nô (1998),['Drama']
Let it Come Down: The Life of Paul Bowles (1998),['Drama']
Entrapment (1999),[]
Idle Hands (1999),['Comedy']
Get Real (1998),['Drama']
Heaven (1998),['Drama']
"King of Masks, The (Bian Lian) (1996)",['Drama']
Three Seasons (1999),['Drama']
"Winslow Boy, The (1998)",['Drama']
Mildred Pierce (1945),[]
Night of the Comet (1984),[]
Chopping Mall (a.k.a. Killbots) (1986),[]
My Science Project (1985),[]
Dick Tracy (1990),[]
"Mummy, The (1999)",['Horror']
"Castle, The (1997)",[]
Mascara (1999),[]
This Is My Father (1998),"['Comedy', 'Drama']"
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),['Drama']
"Midsummer Night's Dream, A (1999)",[]
Trippin' (1999),[]
After Life (1998),['Drama']
Black Mask (Hak hap) (1996),[]
Edge of Seventeen (1998),['Drama']
Endurance (1998),['Drama']
Star Wars: Episode I - The Phantom Menace (1999),"['Action', 'Adventure', 'Sci-Fi']"
"Love Letter, The (1999)",['Drama']
Besieged (L' Assedio) (1998),['Drama']
Frogs for Snakes (1998),[]
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",[]
"Mummy, The (1932)",['Horror']
"Mummy, The (1959)",['Horror']
"Mummy's Curse, The (1944)",['Horror']
"Mummy's Ghost, The (1944)",['Horror']
"Mummy's Hand, The (1940)",['Horror']
"Mummy's Tomb, The (1942)",['Horror']
Mommie Dearest (1981),[]
Superman (1978),"['Action', 'Adventure', 'Sci-Fi']"
Superman II (1980),"['Action', 'Sci-Fi']"
Superman III (1983),"['Action', 'Sci-Fi']"
Superman IV: The Quest for Peace (1987),"['Action', 'Adventure', 'Sci-Fi']"
Dracula (1931),['Horror']
Dracula (1958),['Horror']
House of Dracula (1945),['Horror']
House of Frankenstein (1944),['Horror']
Frankenstein (1931),['Horror']
Son of Frankenstein (1939),['Horror']
"Ghost of Frankenstein, The (1942)",['Horror']
Frankenstein Meets the Wolf Man (1943),['Horror']
"Curse of Frankenstein, The (1957)",['Horror']
Son of Dracula (1943),['Horror']
"Wolf Man, The (1941)",['Horror']
Howling II: Your Sister Is a Werewolf (1985),['Horror']
Tarantula (1955),['Drama']
"Rocky Horror Picture Show, The (1975)",[]
"Flying Saucer, The (1950)",[]
It Came from Hollywood (1982),['Comedy']
"Thing From Another World, The (1951)",[]
It Came from Outer Space (1953),['Sci-Fi']
"War of the Worlds, The (1953)",[]
It Came from Beneath the Sea (1955),[]
Invasion of the Body Snatchers (1956),"['Horror', 'Sci-Fi']"
Earth Vs. the Flying Saucers (1956),['Drama']
It Conquered the World (1956),[]
"Mole People, The (1956)",[]
Swamp Thing (1982),[]
Pork Chop Hill (1959),[]
"Run Silent, Run Deep (1958)",[]
Notting Hill (1999),[]
"Thirteenth Floor, The (1999)",[]
Eternity and a Day (Mia eoniotita ke mia mera ) (1998),['Drama']
"Loss of Sexual Innocence, The (1999)",['Drama']
Twice Upon a Yesterday (1998),['Drama']
Instinct (1999),[]
Buena Vista Social Club (1999),['Drama']
Desert Blue (1999),['Drama']
Finding North (1999),['Drama']
Floating (1997),[]
Free Enterprise (1998),['Drama']
Limbo (1999),[]
Austin Powers: The Spy Who Shagged Me (1999),['Comedy']
Taxman (1999),[]
"Red Dwarf, The (Le Nain rouge) (1998)",['Drama']
"Red Violin, The (Le Violon rouge) (1998)",['Drama']
Tarzan (1999),[]
"General's Daughter, The (1999)",['Drama']
Get Bruce (1999),['Drama']
"Ideal Husband, An (1999)",['Drama']
"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",['Drama']
Run Lola Run (Lola rennt) (1998),[]
Trekkies (1997),[]
Big Daddy (1999),['Comedy']
"Boys, The (1997)",['Drama']
"Dinner Game, The (Le Dîner de cons) (1998)",['Drama']
My Son the Fanatic (1998),['Drama']
Zone 39 (1997),[]
Arachnophobia (1990),[]
"South Park: Bigger, Longer and Uncut (1999)",['Comedy']
Wild Wild West (1999),[]
Summer of Sam (1999),['Drama']
Broken Vessels (1998),['Drama']
"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)","['Drama', 'Romance']"
"Late August, Early September (Fin août, début septembre) (1998)",['Drama']
American Pie (1999),['Drama']
Arlington Road (1999),[]
"Autumn Tale, An (Conte d'automne) (1998)",['Drama']
Muppets From Space (1999),[]
"Blair Witch Project, The (1999)",[]
My Life So Far (1999),['Drama']
Eyes Wide Shut (1999),['Drama']
Lake Placid (1999),[]
"Wood, The (1999)",['Drama']
"Velocity of Gary, The (1998)",[]
Ghostbusters (1984),"['Comedy', 'Horror']"
Ghostbusters II (1989),"['Comedy', 'Horror']"
Drop Dead Gorgeous (1999),['Comedy']
"Haunting, The (1999)",[]
Inspector Gadget (1999),['Comedy']
Trick (1999),[]
Deep Blue Sea (1999),[]
Mystery Men (1999),['Comedy']
Runaway Bride (1999),[]
Twin Falls Idaho (1999),['Drama']
"Killing, The (1956)",['Drama']
Killer's Kiss (1955),[]
Spartacus (1960),['Drama']
Lolita (1962),[]
Barry Lyndon (1975),['Drama']
"400 Blows, The (Les Quatre cents coups) (1959)",['Drama']
Jules and Jim (Jules et Jim) (1961),['Drama']
Vibes (1988),[]
"Mosquito Coast, The (1986)",[]
"Golden Child, The (1986)",[]
Brighton Beach Memoirs (1986),['Comedy']
Assassination (1987),[]
Crimes of the Heart (1986),"['Comedy', 'Drama']"
"Color Purple, The (1985)",['Drama']
"Kindred, The (1986)",[]
No Mercy (1986),['Drama']
Ménage (Tenue de soirée) (1986),['Drama']
Native Son (1986),['Drama']
Otello (1986),[]
"Mission, The (1986)",[]
Little Shop of Horrors (1986),['Comedy']
"Little Shop of Horrors, The (1960)",['Comedy']
Allan Quartermain and the Lost City of Gold (1987),[]
"Morning After, The (1986)",['Drama']
Radio Days (1987),['Comedy']
From the Hip (1987),[]
Outrageous Fortune (1987),['Comedy']
"Bedroom Window, The (1987)",[]
Deadtime Stories (1987),['Comedy']
Light of Day (1987),[]
Wanted: Dead or Alive (1987),[]
Frances (1982),[]
Plenty (1985),[]
Dick (1999),['Comedy']
"Gambler, The (A Játékos) (1997)",[]
"Iron Giant, The (1999)",[]
"Sixth Sense, The (1999)",[]
"Thomas Crown Affair, The (1999)",['Drama']
"Thomas Crown Affair, The (1968)",[]
"Acid House, The (1998)",['Comedy']
"Adventures of Sebastian Cole, The (1998)",[]
Illuminata (1998),['Drama']
Stiff Upper Lips (1998),['Drama']
"Yards, The (1999)",[]
Bowfinger (1999),[]
Brokedown Palace (1999),['Drama']
Detroit Rock City (1999),[]
Alice and Martin (Alice et Martin) (1998),['Drama']
Better Than Chocolate (1999),['Comedy']
Head On (1998),['Drama']
"Marcello Mastroianni: I Remember Yes, I Remember (1997)",['Drama']
Cobra (1925),['Drama']
Never Talk to Strangers (1995),['Drama']
Heaven Can Wait (1978),['Comedy']
"Raven, The (1963)",[]
"Tingler, The (1959)",[]
Pit and the Pendulum (1961),[]
"Tomb of Ligeia, The (1965)",[]
"Masque of the Red Death, The (1964)",['Drama']
Tales of Terror (1962),['Horror']
Haunted Honeymoon (1986),['Comedy']
Cat's Eye (1985),[]
And Now for Something Completely Different (1971),['Comedy']
Damien: Omen II (1978),['Horror']
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",['Horror']
Airplane! (1980),['Drama']
Airplane II: The Sequel (1982),[]
"American Werewolf in Paris, An (1997)",['Comedy']
European Vacation (1985),['Comedy']
Vacation (1983),['Comedy']
Funny Farm (1988),['Comedy']
Big (1988),['Comedy']
Problem Child (1990),[]
Problem Child 2 (1991),[]
Little Nemo: Adventures in Slumberland (1992),"[""Children's"", 'Comedy']"
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),[]
Tequila Sunrise (1988),[]
"Pelican Brief, The (1993)",['Drama']
"Christmas Story, A (1983)",[]
Mickey Blue Eyes (1999),[]
Teaching Mrs. Tingle (1999),"['Comedy', 'Drama']"
Universal Soldier: The Return (1999),['Sci-Fi']
Universal Soldier (1992),['Action']
Love Stinks (1999),['Comedy']
Perfect Blue (1997),[]
With Friends Like These... (1998),"['Comedy', 'Drama']"
In Too Deep (1999),[]
"Source, The (1999)",[]
"Bat, The (1959)",['Horror']
Iron Eagle (1986),['Action']
Iron Eagle II (1988),['Action']
Aces: Iron Eagle III (1992),['Action']
Iron Eagle IV (1995),['Action']
Three Days of the Condor (1975),[]
Hamlet (1964),['Drama']
Male and Female (1919),['Drama']
Medicine Man (1992),[]
"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",['Drama']
On the Ropes (1999),['Drama']
Rosie (1998),['Drama']
"13th Warrior, The (1999)",['Horror']
"Astronaut's Wife, The (1999)",[]
Dudley Do-Right (1999),"['Comedy', 'Drama']"
"Muse, The (1999)",[]
Cabaret Balkan (Bure Baruta) (1998),['Drama']
"Dog of Flanders, A (1999)",['Comedy']
"Lost Son, The (1999)",[]
Lucie Aubrac (1997),[]
"Very Thought of You, The (1998)",['Comedy']
Chill Factor (1999),[]
Outside Providence (1999),[]
Bedrooms & Hallways (1998),['Drama']
I Woke Up Early the Day I Died (1998),['Comedy']
West Beirut (West Beyrouth) (1998),[]
Stigmata (1999),[]
Stir of Echoes (1999),['Drama']
Best Laid Plans (1999),['Drama']
"Black Cat, White Cat (Crna macka, beli macor) (1998)",['Comedy']
"Minus Man, The (1999)",[]
White Boys (1999),['Drama']
"Adventures of Milo and Otis, The (1986)","[""Children's""]"
Only Angels Have Wings (1939),['Drama']
Othello (1952),[]
Queens Logic (1991),[]
Public Access (1993),['Drama']
Saturn 3 (1979),[]
"Soldier's Story, A (1984)",[]
"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",[]
Don't Look in the Basement! (1973),[]
Nightmares (1983),[]
I Saw What You Did (1965),[]
Yellow Submarine (1968),[]
American Beauty (1999),['Drama']
Stop Making Sense (1984),[]
Blue Streak (1999),['Drama']
For Love of the Game (1999),[]
Caligula (1980),['Drama']
"Hard Day's Night, A (1964)",[]
Splendor (1999),[]
Sugar Town (1999),[]
"Buddy Holly Story, The (1978)",['Drama']
Fright Night (1985),['Horror']
Fright Night Part II (1989),['Horror']
"Separation, The (La Séparation) (1994)",['Drama']
Barefoot in the Park (1967),['Comedy']
Deliverance (1972),[]
Excalibur (1981),[]
Lulu on the Bridge (1998),['Drama']
"Pajama Game, The (1957)",[]
Sommersby (1993),['Drama']
Thumbelina (1994),[]
Tommy (1975),['Drama']
Hell Night (1981),['Horror']
Operation Condor (Feiying gaiwak) (1990),"['Action', 'Comedy']"
Operation Condor 2 (Longxiong hudi) (1990),"['Action', 'Comedy']"
Double Jeopardy (1999),[]
Jakob the Liar (1999),['Drama']
Mumford (1999),[]
Dog Park (1998),['Comedy']
Guinevere (1999),[]
"Adventures of Elmo in Grouchland, The (1999)",['Comedy']
Simon Sez (1999),['Drama']
Drive Me Crazy (1999),"['Comedy', 'Drama']"
"Mystery, Alaska (1999)",['Comedy']
Three Kings (1999),['Drama']
"Happy, Texas (1999)",['Comedy']
New Rose Hotel (1998),[]
Plunkett & MaCleane (1999),[]
Romance (1999),['Drama']
Napoleon and Samantha (1972),[]
Alvarez Kelly (1966),['Drama']
And the Ship Sails On (E la nave va) (1984),['Drama']
"Dark Half, The (1993)",[]
Gulliver's Travels (1939),[]
Monkey Shines (1988),[]
Phantasm (1979),['Horror']
Psycho II (1983),['Horror']
Psycho III (1986),['Horror']
Rain (1932),['Drama']
Sanjuro (1962),[]
Random Hearts (1999),['Drama']
Superstar (1999),[]
Boys Don't Cry (1999),['Drama']
"Five Wives, Three Secretaries and Me (1998)",[]
"Ennui, L' (1998)",['Drama']
"Grandfather, The (El Abuelo) (1998)",[]
"Limey, The (1999)",[]
"Mating Habits of the Earthbound Human, The (1998)",['Drama']
Molly (1999),[]
Risky Business (1983),[]
Total Recall (1990),[]
Body Heat (1981),[]
Ferris Bueller's Day Off (1986),[]
Year of Living Dangerously (1982),[]
Children of Paradise (Les enfants du paradis) (1945),['Drama']
High Plains Drifter (1972),[]
Hang 'em High (1967),['Comedy']
Citizen's Band (a.k.a. Handle with Care) (1977),['Comedy']
Drunken Master (Zui quan) (1979),[]
"Conformist, The (Il Conformista) (1970)",['Drama']
Hairspray (1988),[]
Brief Encounter (1946),['Drama']
"Razor's Edge, The (1984)",['Drama']
Reds (1981),[]
Return with Honor (1998),['Drama']
Time of the Gypsies (Dom za vesanje) (1989),[]
Days of Heaven (1978),[]
"Fire Within, The (Le Feu Follet) (1963)",['Drama']
"Love Bewitched, A (El Amor Brujo) (1986)",[]
"Lady Eve, The (1941)",['Comedy']
Sullivan's Travels (1942),[]
"Palm Beach Story, The (1942)",['Comedy']
Man Facing Southeast (Hombre Mirando al Sudeste) (1986),[]
Niagara (1953),['Drama']
Gilda (1946),['Drama']
South Pacific (1958),[]
Flashdance (1983),[]
Indochine (1992),[]
"Dirty Dozen, The (1967)",[]
Mike's Murder (1984),[]
Help! (1965),[]
Goldfinger (1964),[]
From Russia with Love (1963),['Comedy']
Dr. No (1962),[]
"Blue Lagoon, The (1980)",['Drama']
"Fistful of Dollars, A (1964)",[]
"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",[]
Home Alone 2: Lost in New York (1992),['Comedy']
Penitentiary (1979),[]
Penitentiary II (1982),[]
Someone to Watch Over Me (1987),['Drama']
Sparrows (1926),['Drama']
Naturally Native (1998),['Drama']
Fight Club (1999),['Drama']
Beefcake (1999),[]
"Story of Us, The (1999)",['Comedy']
Fever Pitch (1997),['Comedy']
Joe the King (1999),['Drama']
Julien Donkey-Boy (1999),['Drama']
"Omega Code, The (1999)",['Drama']
"Straight Story, The (1999)",['Drama']
"Bad Seed, The (1956)",[]
Time Bandits (1981),[]
"Man and a Woman, A (Un Homme et une Femme) (1966)",['Drama']
Fitzcarraldo (1982),[]
All That Jazz (1979),[]
Red Sorghum (Hong Gao Liang) (1987),[]
Crimes and Misdemeanors (1989),['Comedy']
Bats (1999),[]
"Best Man, The (1999)",[]
Bringing Out the Dead (1999),[]
Crazy in Alabama (1999),['Comedy']
Three to Tango (1999),"['Comedy', 'Drama']"
Body Shots (1999),[]
Men Cry Bullets (1997),['Drama']
"Brother, Can You Spare a Dime? (1975)",['Drama']
"Guardian, The (1990)",[]
"Ipcress File, The (1965)",[]
On Any Sunday (1971),['Drama']
Robocop (1987),['Action']
Robocop 2 (1990),"['Action', 'Sci-Fi']"
Who Framed Roger Rabbit? (1988),[]
Melvin and Howard (1980),[]
For Your Eyes Only (1981),[]
Licence to Kill (1989),['Drama']
Live and Let Die (1973),[]
Rawhead Rex (1986),[]
Thunderball (1965),[]
"City, The (1998)",['Drama']
"House on Haunted Hill, The (1999)",[]
Music of the Heart (1999),['Drama']
Being John Malkovich (1999),"['Comedy', 'Drama']"
Dreaming of Joseph Lees (1998),['Drama']
Man of the Century (1999),[]
"Princess Mononoke, The (Mononoke Hime) (1997)",[]
"Suburbans, The (1999)",[]
My Best Fiend (Mein liebster Feind) (1999),"['Comedy', 'Drama']"
Train of Life (Train De Vie) (1998),['Drama']
"Bachelor, The (1999)",['Comedy']
"Bone Collector, The (1999)",['Drama']
"Insider, The (1999)",[]
American Movie (1999),[]
Last Night (1998),['Drama']
Portraits Chinois (1996),['Drama']
Rosetta (1999),[]
"They Shoot Horses, Don't They? (1969)",['Drama']
Battling Butler (1926),['Drama']
Bride of Re-Animator (1990),['Horror']
Bustin' Loose (1981),[]
Coma (1978),[]
Creepshow (1982),[]
Creepshow 2 (1987),['Comedy']
Re-Animator (1985),[]
Drugstore Cowboy (1989),['Drama']
Falling Down (1993),['Drama']
"Funhouse, The (1981)",[]
"General, The (1927)",['Drama']
My Best Girl (1927),"['Comedy', 'Drama']"
Piranha (1978),[]
Rough Night in Jericho (1967),['Comedy']
Slaughterhouse (1987),['Horror']
Slaughterhouse 2 (1988),['Horror']
"Taming of the Shrew, The (1967)",[]
Nighthawks (1981),[]
Yojimbo (1961),['Drama']
Repossessed (1990),[]
"Omega Man, The (1971)",[]
Spaceballs (1987),['Comedy']
Robin Hood (1973),[]
Mister Roberts (1955),['Drama']
Quest for Fire (1981),[]
Little Big Man (1970),['Comedy']
"Face in the Crowd, A (1957)",[]
Trading Places (1983),[]
Meatballs (1979),['Comedy']
Meatballs Part II (1984),['Comedy']
Meatballs III (1987),['Comedy']
Meatballs 4 (1992),['Comedy']
Dead Again (1991),['Comedy']
Peter's Friends (1992),['Drama']
"Incredibly True Adventure of Two Girls in Love, The (1995)",[]
Experience Preferred... But Not Essential (1982),['Drama']
Under the Rainbow (1981),[]
How I Won the War (1967),[]
Light It Up (1999),['Drama']
Anywhere But Here (1999),['Drama']
Dogma (1999),[]
"Messenger: The Story of Joan of Arc, The (1999)",['Drama']
Pokémon: The First Movie (1998),"[""Children's""]"
Felicia's Journey (1999),[]
Oxygen (1999),[]
Where's Marlowe? (1999),['Comedy']
"Ape, The (1940)",[]
British Intelligence (1940),[]
"Commitments, The (1991)",[]
Holiday Inn (1942),[]
"Longest Day, The (1962)",[]
Poison Ivy (1992),['Thriller']
Poison Ivy: New Seduction (1997),[]
Ten Benny (1997),['Drama']
Tora! Tora! Tora! (1970),[]
Women on the Verge of a Nervous Breakdown (1988),['Drama']
"Verdict, The (1982)",[]
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",['Drama']
"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",[]
Stand and Deliver (1987),['Drama']
Moonstruck (1987),['Comedy']
"Sandpiper, The (1965)",[]
Jeremiah Johnson (1972),[]
Repulsion (1965),[]
Irma la Douce (1963),['Drama']
