title,recommended_genres,true_genres
"Ipcress File, The (1965)",[],['Thriller']
On Any Sunday (1971),[],['Documentary']
Robocop (1987),[],"['Action', 'Crime', 'Sci-Fi']"
Robocop 2 (1990),[],"['Action', 'Crime', 'Sci-Fi']"
Who Framed Roger Rabbit? (1988),['Adventure'],"['Adventure', 'Animation', 'Film-Noir']"
Melvin and Howard (1980),[],['Drama']
For Your Eyes Only (1981),['Action'],['Action']
Licence to Kill (1989),"['Action', 'Drama']",['Action']
Live and Let Die (1973),['Action'],['Action']
Rawhead Rex (1986),[],"['Horror', 'Thriller']"
Thunderball (1965),[],['Action']
"City, The (1998)",['Crime'],['Drama']
"House on Haunted Hill, The (1999)",['Comedy'],['Horror']
Music of the Heart (1999),['Drama'],['Drama']
Being John Malkovich (1999),['Comedy'],['Comedy']
Dreaming of Joseph Lees (1998),['Drama'],['Romance']
Man of the Century (1999),['Drama'],['Comedy']
"Princess Mononoke, The (Mononoke Hime) (1997)","['Action', 'Adventure', ""Children's""]","['Action', 'Adventure', 'Animation']"
"Suburbans, The (1999)",[],['Drama']
My Best Fiend (Mein liebster Feind) (1999),['Comedy'],['Documentary']
Train of Life (Train De Vie) (1998),"['Comedy', 'Drama']","['Comedy', 'Drama']"
"Bachelor, The (1999)","['Comedy', 'Romance']","['Comedy', 'Romance']"
"Bone Collector, The (1999)","['Drama', 'Thriller']",['Thriller']
"Insider, The (1999)",[],['Drama']
American Movie (1999),['Comedy'],['Documentary']
Last Night (1998),[],['Thriller']
Portraits Chinois (1996),[],['Drama']
Rosetta (1999),[],['Drama']
"They Shoot Horses, Don't They? (1969)",['Drama'],['Drama']
Battling Butler (1926),[],['Comedy']
Bride of Re-Animator (1990),['Horror'],"['Comedy', 'Horror']"
Bustin' Loose (1981),['Drama'],['Comedy']
Coma (1978),[],['Thriller']
Creepshow (1982),['Drama'],['Horror']
Creepshow 2 (1987),['Comedy'],['Horror']
Re-Animator (1985),['Horror'],['Horror']
Drugstore Cowboy (1989),"['Comedy', 'Drama']","['Crime', 'Drama']"
Falling Down (1993),['Drama'],"['Action', 'Drama']"
"Funhouse, The (1981)",['Drama'],['Horror']
"General, The (1927)",['Drama'],['Comedy']
My Best Girl (1927),"['Comedy', 'Drama']","['Comedy', 'Romance']"
Piranha (1978),[],"['Horror', 'Sci-Fi']"
Rough Night in Jericho (1967),['Comedy'],['Western']
Slaughterhouse (1987),['Horror'],['Horror']
Slaughterhouse 2 (1988),['Horror'],['Horror']
"Taming of the Shrew, The (1967)",['Drama'],['Comedy']
Nighthawks (1981),['Drama'],"['Action', 'Drama']"
Yojimbo (1961),['Drama'],"['Comedy', 'Drama', 'Western']"
Repossessed (1990),[],['Comedy']
"Omega Man, The (1971)",[],['Sci-Fi']
Spaceballs (1987),['Comedy'],"['Comedy', 'Sci-Fi']"
Robin Hood (1973),[],"['Animation', ""Children's""]"
Mister Roberts (1955),['Drama'],"['Comedy', 'Drama', 'War']"
Quest for Fire (1981),['Adventure'],['Adventure']
Little Big Man (1970),['Comedy'],"['Comedy', 'Drama', 'Western']"
"Face in the Crowd, A (1957)",['Comedy'],['Drama']
Trading Places (1983),['Comedy'],['Comedy']
Meatballs (1979),['Comedy'],['Comedy']
Meatballs Part II (1984),['Comedy'],['Comedy']
Meatballs III (1987),['Comedy'],['Comedy']
Meatballs 4 (1992),['Comedy'],['Comedy']
Dead Again (1991),"['Comedy', 'Mystery', 'Thriller']","['Mystery', 'Romance', 'Thriller']"
Peter's Friends (1992),"['Comedy', 'Drama']","['Comedy', 'Drama']"
"Incredibly True Adventure of Two Girls in Love, The (1995)",['Romance'],"['Comedy', 'Romance']"
Experience Preferred... But Not Essential (1982),['Drama'],['Drama']
Under the Rainbow (1981),['Drama'],['Comedy']
How I Won the War (1967),"['Comedy', 'War']","['Comedy', 'War']"
Light It Up (1999),['Drama'],['Drama']
Anywhere But Here (1999),"['Comedy', 'Drama']",['Drama']
Dogma (1999),[],['Comedy']
"Messenger: The Story of Joan of Arc, The (1999)",['Drama'],"['Drama', 'War']"
Pokémon: The First Movie (1998),"[""Children's""]","['Animation', ""Children's""]"
Felicia's Journey (1999),['Thriller'],['Thriller']
Oxygen (1999),[],['Thriller']
Where's Marlowe? (1999),['Comedy'],['Comedy']
"Ape, The (1940)",[],"['Horror', 'Sci-Fi']"
British Intelligence (1940),[],['Drama']
"Commitments, The (1991)",[],"['Comedy', 'Drama']"
Holiday Inn (1942),"['Comedy', 'Musical']","['Comedy', 'Musical']"
"Longest Day, The (1962)",[],"['Action', 'Drama', 'War']"
Poison Ivy (1992),['Thriller'],['Thriller']
Poison Ivy: New Seduction (1997),['Thriller'],['Thriller']
Ten Benny (1997),"['Comedy', 'Romance']",['Drama']
Tora! Tora! Tora! (1970),[],['War']
Women on the Verge of a Nervous Breakdown (1988),"['Comedy', 'Drama']","['Comedy', 'Drama']"
"Verdict, The (1982)",['Drama'],['Drama']
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",[],['Drama']
"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)","['Adventure', ""Children's""]","['Adventure', 'Comedy', 'Sci-Fi']"
Stand and Deliver (1987),['Drama'],['Drama']
Moonstruck (1987),['Comedy'],['Comedy']
"Sandpiper, The (1965)",[],"['Drama', 'Romance']"
Jeremiah Johnson (1972),[],['Western']
Repulsion (1965),[],['Thriller']
Irma la Douce (1963),[],['Comedy']
42 Up (1998),[],['Documentary']
Liberty Heights (1999),[],['Drama']
Mansfield Park (1999),['Sci-Fi'],['Drama']
"Goodbye, 20th Century (Zbogum na dvadesetiot vek) (1998)",['Drama'],"['Drama', 'Sci-Fi']"
Sleepy Hollow (1999),['Horror'],"['Horror', 'Romance']"
"World Is Not Enough, The (1999)","['Drama', 'Thriller']","['Action', 'Thriller']"
All About My Mother (Todo Sobre Mi Madre) (1999),['Drama'],"['Comedy', 'Drama']"
Home Page (1999),[],['Documentary']
"Living Dead Girl, The (La Morte Vivante) (1982)",['Horror'],['Horror']
March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),['Comedy'],['Comedy']
Scrooged (1988),[],['Comedy']
Harvey (1950),[],['Comedy']
"Bicycle Thief, The (Ladri di biciclette) (1948)",['Drama'],['Drama']
Matewan (1987),['Comedy'],['Drama']
Kagemusha (1980),['Drama'],"['Drama', 'War']"
Chushingura (1962),['Drama'],['Drama']
McCabe & Mrs. Miller (1971),[],"['Drama', 'Western']"
Maurice (1987),['Comedy'],"['Drama', 'Romance']"
"Grapes of Wrath, The (1940)",[],['Drama']
My Man Godfrey (1957),['Comedy'],['Comedy']
"Shop Around the Corner, The (1940)","['Comedy', 'Horror', 'Romance']","['Comedy', 'Romance']"
"Natural, The (1984)",['Drama'],['Drama']
Shampoo (1975),['Drama'],"['Comedy', 'Romance']"
"River Runs Through It, A (1992)",['Drama'],['Drama']
Fatal Attraction (1987),['Comedy'],['Thriller']
Jagged Edge (1985),['Drama'],['Thriller']
Stanley & Iris (1990),[],"['Drama', 'Romance']"
Midnight Run (1988),['Action'],"['Action', 'Adventure', 'Comedy', 'Crime']"
Awakenings (1990),[],['Drama']
Come See the Paradise (1990),"['Drama', 'Romance']","['Drama', 'Romance']"
Backdraft (1991),[],"['Action', 'Drama']"
"Fisher King, The (1991)",['Drama'],"['Comedy', 'Drama', 'Romance']"
"River, The (1984)",['Drama'],['Drama']
Country (1984),['Drama'],['Drama']
Places in the Heart (1984),"['Comedy', 'Drama']",['Drama']
'Night Mother (1986),['Drama'],['Drama']
End of Days (1999),['Drama'],"['Action', 'Thriller']"
Toy Story 2 (1999),['Comedy'],"['Animation', ""Children's"", 'Comedy']"
Flawless (1999),[],['Drama']
Miss Julie (1999),[],['Drama']
Ride with the Devil (1999),['Drama'],"['Drama', 'Romance', 'War']"
Tumbleweeds (1999),[],['Drama']
Bay of Blood (Reazione a catena) (1971),['Horror'],['Horror']
"Distinguished Gentleman, The (1992)",[],['Comedy']
"Hitch-Hiker, The (1953)",[],['Film-Noir']
Santa Fe Trail (1940),['Western'],"['Drama', 'Romance', 'Western']"
Spring Fever USA (a.k.a. Lauderdale) (1989),"['Drama', 'Romance']",['Comedy']
Agnes Browne (1999),[],"['Comedy', 'Drama']"
"End of the Affair, The (1999)",['Drama'],['Drama']
"End of the Affair, The (1955)",['Drama'],['Drama']
Holy Smoke (1999),['Comedy'],['Drama']
"Map of the World, A (1999)",['Drama'],['Drama']
Sweet and Lowdown (1999),['Drama'],"['Comedy', 'Drama']"
Bonfire of the Vanities (1990),[],['Comedy']
Broadway Damage (1997),['Comedy'],['Comedy']
Daddy Long Legs (1919),['Comedy'],['Comedy']
Go West (1925),[],['Comedy']
"Grand Illusion (Grande illusion, La) (1937)","['Drama', 'War']","['Drama', 'War']"
"Great Santini, The (1979)",[],['Drama']
"James Dean Story, The (1957)","[""Children's"", 'Musical']",['Documentary']
"Sea Wolves, The (1980)",[],"['Action', 'War']"
Stealing Home (1988),['Comedy'],['Drama']
Tarzan the Fearless (1933),"['Animation', ""Children's""]","['Action', 'Adventure']"
"Three Ages, The (1923)",['Comedy'],['Comedy']
"Two Jakes, The (1990)",['Drama'],['Drama']
U2: Rattle and Hum (1988),['Comedy'],"['Documentary', 'Musical']"
Hell in the Pacific (1968),[],"['Drama', 'War']"
"Glass Bottom Boat, The (1966)",[],"['Comedy', 'Romance']"
"Cradle Will Rock, The (1999)",['Comedy'],['Drama']
Deuce Bigalow: Male Gigolo (1999),[],['Comedy']
"Green Mile, The (1999)",['Drama'],"['Drama', 'Thriller']"
"Cider House Rules, The (1999)",['Comedy'],['Drama']
Diamonds (1999),[],['Mystery']
"War Zone, The (1999)",[],['Drama']
"Bat Whispers, The (1930)","['Crime', 'Drama', 'Mystery']","['Crime', 'Drama', 'Mystery']"
"Last Picture Show, The (1971)",['Drama'],['Drama']
"7th Voyage of Sinbad, The (1958)","['Action', 'Adventure']","['Action', 'Adventure', 'Fantasy']"
Blood on the Sun (1945),['Drama'],"['Drama', 'War']"
Anna and the King (1999),['Drama'],"['Drama', 'Romance']"
Bicentennial Man (1999),[],"['Comedy', 'Drama', 'Sci-Fi']"
Stuart Little (1999),['Comedy'],"[""Children's"", 'Comedy']"
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",['Drama'],['Drama']
Fantasia 2000 (1999),"['Animation', ""Children's""]","['Animation', ""Children's"", 'Musical']"
Magnolia (1999),[],['Drama']
Onegin (1999),[],['Drama']
Simpatico (1999),[],"['Comedy', 'Drama']"
Topsy-Turvy (1999),[],['Drama']
"Alley Cats, The (1968)",['Drama'],['Drama']
Boiling Point (1993),['Drama'],"['Action', 'Drama']"
Brenda Starr (1989),['Drama'],['Adventure']
Carnal Knowledge (1971),[],['Drama']
Easy Rider (1969),['Drama'],"['Adventure', 'Drama']"
"Falcon and the Snowman, The (1984)",['Drama'],['Drama']
Hi-Yo Silver (1940),[],['Western']
Room at the Top (1959),['Drama'],['Drama']
Ulysses (Ulisse) (1954),[],['Adventure']
Any Given Sunday (1999),[],['Drama']
Man on the Moon (1999),['Drama'],"['Comedy', 'Drama']"
Galaxy Quest (1999),"['Adventure', 'Sci-Fi']","['Adventure', 'Comedy', 'Sci-Fi']"
"Talented Mr. Ripley, The (1999)","['Comedy', 'Drama']","['Drama', 'Mystery', 'Thriller']"
Next Friday (1999),['Comedy'],['Comedy']
"Hurricane, The (1999)",['Drama'],['Drama']
Angela's Ashes (1999),['Drama'],['Drama']
Play it to the Bone (1999),['Drama'],"['Comedy', 'Drama']"
Titus (1999),[],['Drama']
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),['Drama'],['Documentary']
"Third Miracle, The (1999)",['Drama'],['Drama']
Montana (1998),[],"['Action', 'Comedy', 'Crime', 'Drama']"
Snow Falling on Cedars (1999),['Drama'],['Drama']
"Girl, Interrupted (1999)",['Comedy'],['Drama']
Trans (1998),[],['Drama']
"Life and Times of Hank Greenberg, The (1998)","['Comedy', 'Documentary']",['Documentary']
My Dog Skip (1999),['Comedy'],['Comedy']
Supernova (2000),[],"['Adventure', 'Sci-Fi']"
"Quarry, The (1998)",[],['Drama']
"Terrorist, The (Malli) (1998)",[],['Drama']
Creature (1999),"['Comedy', 'Documentary']",['Documentary']
"Way We Were, The (1973)",[],['Drama']
Tess of the Storm Country (1922),['Drama'],['Drama']
Stalag 17 (1953),[],"['Drama', 'War']"
"Presidio, The (1988)",[],['Action']
Papillon (1973),[],['Drama']
Pal Joey (1957),[],"['Comedy', 'Musical', 'Romance']"
"Last Detail, The (1973)",[],"['Comedy', 'Drama']"
Five Easy Pieces (1970),['Drama'],['Drama']
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),[],['Drama']
Dead Calm (1989),[],['Thriller']
"Boys from Brazil, The (1978)",[],['Thriller']
Black Sunday (La Maschera Del Demonio) (1960),['Horror'],['Horror']
Against All Odds (1984),[],['Romance']
"Snows of Kilimanjaro, The (1952)",['Adventure'],['Adventure']
Loaded Weapon 1 (1993),"['Action', 'Comedy']","['Action', 'Comedy']"
"Loves of Carmen, The (1948)",['Drama'],['Drama']
Fast Times at Ridgemont High (1982),['Comedy'],['Comedy']
"Cry in the Dark, A (1988)",['Drama'],['Drama']
Born to Win (1971),['Drama'],['Drama']
Batman: Mask of the Phantasm (1993),['Action'],"['Animation', ""Children's""]"
American Flyers (1985),['Drama'],['Drama']
Voyage of the Damned (1976),"['Drama', 'Sci-Fi']",['Drama']
Vampyros Lesbos (Las Vampiras) (1970),['Horror'],['Horror']
"Star Is Born, A (1937)",['Drama'],['Drama']
Poison (1991),['Thriller'],['Drama']
Pacific Heights (1990),['Thriller'],['Thriller']
Night Tide (1961),['Drama'],['Drama']
"Draughtsman's Contract, The (1982)",['Drama'],['Drama']
Carmen (1984),['Drama'],['Drama']
"Zed & Two Noughts, A (1985)",['Drama'],['Drama']
Woman in the Dunes (Suna no onna) (1964),[],['Drama']
Down to You (2000),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Hellhounds on My Trail (1999),['Comedy'],['Documentary']
"Not Love, Just Frenzy (Más que amor, frenesí) (1996)","['Drama', 'Thriller']","['Comedy', 'Drama', 'Thriller']"
Wirey Spindell (1999),[],['Comedy']
Another Man's Poison (1952),['Thriller'],"['Crime', 'Drama']"
"Odessa File, The (1974)",[],['Thriller']
"Saphead, The (1920)",[],['Comedy']
Seven Chances (1925),['Comedy'],['Comedy']
Smashing Time (1967),[],['Comedy']
Train Ride to Hollywood (1978),['Comedy'],['Comedy']
Where the Buffalo Roam (1980),['Comedy'],['Comedy']
Zachariah (1971),[],['Western']
Kestrel's Eye (Falkens öga) (1998),['Thriller'],['Documentary']
Eye of the Beholder (1999),['Thriller'],['Thriller']
Isn't She Great? (2000),"['Comedy', 'Romance']",['Comedy']
"Big Tease, The (1999)",['Comedy'],['Comedy']
"Cup, The (Phörpa) (1999)",[],['Comedy']
Santitos (1997),[],['Comedy']
Encino Man (1992),[],['Comedy']
"Goodbye Girl, The (1977)","['Comedy', 'Romance']","['Comedy', 'Romance']"
I Am Cuba (Soy Cuba/Ya Kuba) (1964),[],['Drama']
Malcolm X (1992),[],['Drama']
Sister Act (1992),"['Comedy', 'Crime']","['Comedy', 'Crime']"
Sister Act 2: Back in the Habit (1993),['Comedy'],['Comedy']
"Hand That Rocks the Cradle, The (1992)",['Comedy'],['Thriller']
Alive (1993),['Drama'],['Drama']
Agnes of God (1985),['Comedy'],"['Drama', 'Mystery']"
Scent of a Woman (1992),['Drama'],['Drama']
Wayne's World (1992),['Comedy'],['Comedy']
Wayne's World 2 (1993),['Comedy'],['Comedy']
"League of Their Own, A (1992)","['Comedy', 'Drama']","['Comedy', 'Drama']"
Patriot Games (1992),[],"['Action', 'Thriller']"
"Bodyguard, The (1992)",[],"['Action', 'Drama', 'Romance', 'Thriller']"
Death Becomes Her (1992),"['Action', 'Drama']",['Comedy']
Far and Away (1992),"['Drama', 'Romance']","['Drama', 'Romance']"
Howards End (1992),"['Drama', 'Thriller']",['Drama']
Singles (1992),[],"['Comedy', 'Drama', 'Romance']"
Twin Peaks: Fire Walk with Me (1992),['Drama'],"['Drama', 'Mystery']"
White Men Can't Jump (1992),['Comedy'],['Comedy']
Buffy the Vampire Slayer (1992),"['Comedy', 'Horror']","['Comedy', 'Horror']"
Hard-Boiled (Lashou shentan) (1992),"['Action', 'Comedy']","['Action', 'Crime']"
Man Bites Dog (C'est arrivé près de chez vous) (1992),"['Action', 'Comedy', 'Crime', 'Drama']","['Action', 'Comedy', 'Crime', 'Drama']"
"Mariachi, El (1992)",[],"['Action', 'Thriller']"
Stop! Or My Mom Will Shoot (1992),"['Comedy', 'Drama']","['Action', 'Comedy']"
Forever Young (1992),[],"['Adventure', 'Romance', 'Sci-Fi']"
"Cutting Edge, The (1992)",['Drama'],['Drama']
Of Mice and Men (1992),['Drama'],['Drama']
Bad Lieutenant (1992),['Action'],"['Crime', 'Drama']"
Scream 3 (2000),"['Horror', 'Thriller']","['Horror', 'Mystery', 'Thriller']"
Single White Female (1992),"['Action', 'Drama']",['Action']
"Boondock Saints, The (1999)",[],"['Action', 'Comedy']"
Gun Shy (2000),['Comedy'],['Comedy']
Beloved/Friend (Amigo/Amado) (1999),['Drama'],['Drama']
Gendernauts (1999),[],['Documentary']
Knockout (1999),[],"['Action', 'Adventure']"
"Baby, The (1973)",['Horror'],['Horror']
"Brandon Teena Story, The (1998)",['Comedy'],['Documentary']
Different for Girls (1996),['Comedy'],['Comedy']
Minnie and Moskowitz (1971),[],['Action']
They Might Be Giants (1971),['Comedy'],"['Comedy', 'Romance']"
"Beach, The (2000)",['Comedy'],"['Adventure', 'Drama']"
Snow Day (2000),['Comedy'],['Comedy']
"Tigger Movie, The (2000)","[""Children's""]","['Animation', ""Children's""]"
Cotton Mary (1999),['Drama'],['Drama']
Not One Less (Yi ge dou bu neng shao) (1999),"['Drama', 'Thriller']",['Drama']
Soft Toilet Seats (1999),['Comedy'],['Comedy']
Trois (2000),[],['Thriller']
"Big Combo, The (1955)",[],['Film-Noir']
Conceiving Ada (1997),[],"['Drama', 'Sci-Fi']"
Eaten Alive (1976),['Horror'],['Horror']
Raining Stones (1993),['Drama'],['Drama']
To Sir with Love (1967),"['Comedy', 'Drama']",['Drama']
With Byrd at the South Pole (1930),['Comedy'],['Documentary']
Boiler Room (2000),['Drama'],['Drama']
Hanging Up (2000),"['Drama', 'Mystery']","['Comedy', 'Drama']"
Pitch Black (2000),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
"Whole Nine Yards, The (2000)",['Comedy'],"['Comedy', 'Crime']"
Beautiful People (1999),"['Comedy', 'Drama']",['Comedy']
Black Tar Heroin: The Dark End of the Street (1999),[],['Documentary']
Blue Collar (1978),[],"['Crime', 'Drama']"
Bluebeard (1944),"['Film-Noir', 'Mystery']","['Film-Noir', 'Horror']"
"Circus, The (1928)",['Comedy'],['Comedy']
City Lights (1931),['Crime'],"['Comedy', 'Drama', 'Romance']"
"Flamingo Kid, The (1984)","['Comedy', 'Sci-Fi']","['Comedy', 'Drama']"
"Dog's Life, A (1920)",['Comedy'],['Comedy']
"Kid, The (1921)","[""Children's"", 'Comedy']",['Action']
"Man from Laramie, The (1955)",[],['Western']
"McCullochs, The (1975)",['Drama'],['Drama']
Class Reunion (1982),['Comedy'],['Comedy']
"Big Trees, The (1952)",['Comedy'],"['Action', 'Drama']"
Happy Go Lovely (1951),['Musical'],['Musical']
Reindeer Games (2000),[],"['Action', 'Thriller']"
Wonder Boys (2000),['Drama'],"['Comedy', 'Drama']"
Deterrence (1998),[],['Thriller']
Judy Berlin (1999),['Drama'],['Drama']
Mifune (Mifunes sidste sang) (1999),[],"['Comedy', 'Romance']"
"Waiting Game, The (2000)",['Comedy'],['Comedy']
3 Strikes (2000),[],['Comedy']
Chain of Fools (2000),"['Comedy', 'Crime']","['Comedy', 'Crime']"
Drowning Mona (2000),[],['Comedy']
"Next Best Thing, The (2000)","['Comedy', 'Drama']","['Comedy', 'Drama']"
What Planet Are You From? (2000),"['Comedy', 'Sci-Fi']","['Comedy', 'Sci-Fi']"
Beyond the Mat (2000),['Drama'],['Documentary']
Ghost Dog: The Way of the Samurai (1999),['Drama'],"['Crime', 'Drama']"
"Year My Voice Broke, The (1987)",[],['Drama']
Splendor in the Grass (1961),[],['Drama']
My Tutor (1983),['Comedy'],['Drama']
"Legend of Lobo, The (1962)",['Adventure'],"['Adventure', ""Children's""]"
"Killing of Sister George, The (1968)",['Drama'],['Drama']
Key Largo (1948),[],"['Crime', 'Drama', 'Film-Noir', 'Thriller']"
Jail Bait (1954),['Crime'],"['Crime', 'Drama']"
It Happened Here (1961),['Drama'],['Drama']
I'll Never Forget What's 'is Name (1967),"['Comedy', 'Drama']","['Comedy', 'Drama']"
For All Mankind (1989),[],['Documentary']
Cross of Iron (1977),['War'],['War']
Bride of the Monster (1956),"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']"
Born Yesterday (1950),[],['Comedy']
Birdy (1984),['Sci-Fi'],"['Drama', 'War']"
And God Created Woman (1988),"['Comedy', 'Drama']","['Comedy', 'Drama', 'Romance']"
Blood Feast (1963),['Horror'],['Horror']
"Charlie, the Lonesome Cougar (1967)",['Drama'],"['Adventure', ""Children's""]"
Color Me Blood Red (1965),"['Drama', 'Horror']",['Horror']
Never Cry Wolf (1983),['Drama'],['Drama']
"Night Visitor, The (1970)",[],"['Crime', 'Thriller']"
"Perils of Pauline, The (1947)",[],['Comedy']
"Raisin in the Sun, A (1961)",['Drama'],['Drama']
Two Thousand Maniacs! (1964),[],['Horror']
Brown's Requiem (1998),['Drama'],['Drama']
"Closer You Get, The (2000)","['Comedy', 'Romance']","['Comedy', 'Romance']"
Mission to Mars (2000),['Sci-Fi'],['Sci-Fi']
"Ninth Gate, The (2000)",[],['Thriller']
Condo Painting (2000),[],['Documentary']
East-West (Est-ouest) (1999),"['Drama', 'Romance']","['Drama', 'Romance']"
Defending Your Life (1991),[],"['Comedy', 'Romance']"
Breaking Away (1979),[],['Drama']
Hoosiers (1986),[],['Drama']
Bull Durham (1988),[],['Comedy']
Dog Day Afternoon (1975),['Comedy'],"['Comedy', 'Crime', 'Drama']"
American Graffiti (1973),['Drama'],"['Comedy', 'Drama']"
"Asphalt Jungle, The (1950)","[""Children's""]","['Crime', 'Film-Noir']"
"Searchers, The (1956)",[],['Western']
Where Eagles Dare (1969),"['Action', 'Adventure', 'Comedy']","['Action', 'Adventure', 'War']"
"Devil's Brigade, The (1968)",[],['War']
"Big Country, The (1958)",['Drama'],"['Romance', 'Western']"
Any Number Can Win (Mélodie en sous-sol ) (1963),['Crime'],['Crime']
Betrayed (1988),[],"['Drama', 'Thriller']"
Bound for Glory (1976),['Drama'],['Drama']
"Bridge at Remagen, The (1969)",['War'],"['Action', 'War']"
Buck and the Preacher (1972),[],['Western']
Daughters of the Dust (1992),['Drama'],['Drama']
Destination Moon (1950),[],['Sci-Fi']
"Fantastic Night, The (La Nuit Fantastique) (1949)",[],['Romance']
Hangmen Also Die (1943),['Drama'],"['Drama', 'War']"
"Ogre, The (Der Unhold) (1996)",['Drama'],['Drama']
On the Beach (1959),[],['Drama']
Railroaded! (1947),[],['Film-Noir']
Slaves to the Underground (1997),['Drama'],"['Comedy', 'Drama']"
Song of Freedom (1936),[],['Drama']
Big Fella (1937),"['Drama', 'Musical']","['Drama', 'Musical']"
"Taking of Pelham One Two Three, The (1974)",['Drama'],['Action']
Volunteers (1985),[],['Comedy']
JFK (1991),[],"['Drama', 'Mystery']"
Who's Harry Crumb? (1989),['Comedy'],['Comedy']
Harry and the Hendersons (1987),['Comedy'],['Comedy']
Let's Get Harry (1986),"['Action', 'Adventure']","['Action', 'Adventure']"
Shanghai Surprise (1986),['Adventure'],['Adventure']
Who's That Girl? (1987),['Comedy'],['Comedy']
She-Devil (1989),['Comedy'],['Comedy']
Date with an Angel (1987),['Comedy'],"['Comedy', 'Fantasy']"
Blind Date (1987),['Comedy'],"['Comedy', 'Romance']"
Nadine (1987),['Comedy'],['Comedy']
"Muppet Movie, The (1979)","[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
"Great Muppet Caper, The (1981)","[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
"Muppets Take Manhattan, The (1984)","['Comedy', 'Drama']","[""Children's"", 'Comedy']"
Sesame Street Presents Follow That Bird (1985),"[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
We're Back! A Dinosaur's Story (1993),"['Animation', ""Children's""]","['Animation', ""Children's""]"
Baby... Secret of the Lost Legend (1985),['Adventure'],"['Adventure', 'Sci-Fi']"
Turtle Diary (1985),['Drama'],['Drama']
Raise the Titanic (1980),['Drama'],"['Drama', 'Thriller']"
Titanic (1953),['Drama'],"['Action', 'Drama']"
"Night to Remember, A (1958)",[],"['Action', 'Drama']"
Captain Horatio Hornblower (1951),['Drama'],"['Action', 'Adventure', 'War']"
"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)","['Comedy', 'Drama']","['Comedy', 'Drama']"
Erin Brockovich (2000),[],['Drama']
Final Destination (2000),['Horror'],"['Drama', 'Thriller']"
Soft Fruit (1999),['Comedy'],"['Comedy', 'Drama']"
Babymother (1998),[],['Drama']
"Bear, The (1988)",['Adventure'],['Adventure']
Impact (1949),"['Crime', 'Drama']","['Crime', 'Drama']"
Love Is a Many-Splendored Thing (1955),['Drama'],['Romance']
"Mirror, The (Zerkalo) (1975)",['Drama'],['Drama']
"Trial, The (Le Procès) (1963)",['Drama'],['Drama']
"Crimson Pirate, The (1952)",['Adventure'],"['Adventure', 'Comedy', 'Sci-Fi']"
Thelma & Louise (1991),[],"['Action', 'Drama']"
Something for Everyone (1970),"['Comedy', 'Crime']","['Comedy', 'Crime']"
...And Justice for All (1979),[],"['Drama', 'Thriller']"
Animal House (1978),"['Comedy', 'Horror']",['Comedy']
She's Gotta Have It (1986),"['Comedy', 'Romance']","['Comedy', 'Romance']"
School Daze (1988),['Comedy'],['Drama']
Do the Right Thing (1989),"['Comedy', 'Drama']","['Comedy', 'Drama']"
Mo' Better Blues (1990),['Comedy'],['Drama']
Jungle Fever (1991),"['Comedy', 'Drama', 'Romance']","['Drama', 'Romance']"
Coogan's Bluff (1968),[],['Crime']
"Champ, The (1979)",['Sci-Fi'],['Drama']
Creature Comforts (1990),[],"['Animation', 'Comedy']"
Death Wish (1974),"['Action', 'Drama']","['Action', 'Drama']"
Death Wish II (1982),"['Action', 'Drama']","['Action', 'Drama']"
Death Wish 3 (1985),"['Action', 'Drama']","['Action', 'Drama']"
Death Wish 4: The Crackdown (1987),"['Action', 'Drama']","['Action', 'Drama']"
Death Wish V: The Face of Death (1994),"['Action', 'Drama']","['Action', 'Drama']"
Double Indemnity (1944),"['Film-Noir', 'Thriller']","['Crime', 'Film-Noir']"
Dying Young (1991),[],"['Drama', 'Romance']"
Cool as Ice (1991),['Drama'],['Drama']
Teenage Mutant Ninja Turtles (1990),"['Action', ""Children's"", 'Fantasy']","['Action', ""Children's"", 'Fantasy']"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),"['Action', ""Children's"", 'Fantasy']","['Action', ""Children's"", 'Fantasy']"
Teenage Mutant Ninja Turtles III (1993),"['Action', ""Children's"", 'Fantasy']","['Action', ""Children's"", 'Fantasy']"
Red Dawn (1984),"['Action', 'Horror']","['Action', 'War']"
Band of the Hand (1986),['Comedy'],['Action']
Born American (1986),['Drama'],"['Action', 'Drama', 'Thriller']"
Bloodsport (1988),[],['Action']
Eyes of Laura Mars (1978),['Thriller'],"['Mystery', 'Thriller']"
Funny Bones (1995),"['Comedy', 'Musical']",['Comedy']
"Good Earth, The (1937)",['Drama'],['Drama']
